Stellar Models, Z=0.008, Girardi et al. 2000 + Padova 1994 No mass loss consider

  42   84
 
  120.00 ML
 
 1 5.0000000e+03 120.0000 6.221 4.731 0.742000 0.250000 0.001980 0.000497 0.004230 -5.617
 2 2.7502750e+04 119.9567 6.222 4.728 0.742000 0.250000 0.001980 0.000497 0.004230 -5.624
 3 6.9844156e+04 119.8090 6.224 4.725 0.742000 0.250000 0.001980 0.000497 0.004230 -5.613
 4 1.2925112e+05 119.5922 6.226 4.722 0.742000 0.250000 0.001980 0.000497 0.004230 -5.585
 5 2.0886322e+05 119.3379 6.230 4.718 0.742000 0.250000 0.001980 0.000497 0.004230 -5.536
 6 3.1211131e+05 119.0699 6.236 4.715 0.742000 0.250000 0.001980 0.000497 0.004230 -5.465
 7 4.3447434e+05 118.7409 6.243 4.711 0.742000 0.250000 0.001980 0.000496 0.004230 -5.375
 8 5.6651294e+05 118.2557 6.249 4.706 0.742000 0.250000 0.001981 0.000496 0.004231 -5.270
 9 6.9920675e+05 117.5098 6.256 4.702 0.742000 0.250000 0.001980 0.000496 0.004230 -5.154
10 8.2365375e+05 116.3861 6.260 4.696 0.742000 0.250000 0.001980 0.000497 0.004230 -5.030
11 9.3553800e+05 114.8294 6.263 4.690 0.742000 0.250000 0.001978 0.000499 0.004228 -4.901
12 1.0376697e+06 112.8882 6.264 4.683 0.742000 0.250000 0.001976 0.000502 0.004226 -4.765
13 1.1330060e+06 110.6015 6.264 4.676 0.742000 0.250000 0.001973 0.000505 0.004223 -4.621
14 2.0289589e+06  88.2978 6.275 4.687 0.498165 0.494711 0.000115 0.006267 0.000102 -4.593
15 2.6541510e+06  71.1882 6.293 4.698 0.270869 0.721458 0.000122 0.006248 0.000113 -4.542
16 2.9329508e+06  62.9935 6.307 4.712 0.156321 0.836329 0.000128 0.006241 0.000111 -4.527
17 3.0006722e+06  61.5404 6.321 4.764 0.134363 0.857885 0.000130 0.006240 0.000111 -5.165
18 3.0035412e+06  61.4745 6.348 4.873 0.132812 0.859088 0.000130 0.006240 0.000110 -4.608
19 3.0061000e+06  61.4100 6.396 4.760 0.132000 0.860000 0.000130 0.006240 0.000110 -4.480
20 3.0069710e+06  61.1479 6.409 4.537 0.128649 0.863367 0.000129 0.006240 0.000110 -3.353
21 3.0071582e+06  61.0258 6.411 4.491 0.127476 0.864545 0.000129 0.006240 0.000110 -3.226
22 3.0073682e+06  60.8905 6.413 4.447 0.126613 0.865344 0.000129 0.006240 0.000110 -3.169
23 3.0075950e+06  60.7451 6.414 4.405 0.125926 0.865959 0.000129 0.006240 0.000110 -3.170
24 3.0078200e+06  60.6000 6.416 4.365 0.125000 0.867000 0.000129 0.006240 0.000110 -3.188
25 3.0080402e+06  60.4552 6.418 4.326 0.123473 0.868951 0.000129 0.006240 0.000110 -3.194
26 3.0083245e+06  60.2679 6.420 4.289 0.121317 0.871562 0.000129 0.006240 0.000109 -3.190
27 3.0087652e+06  59.9801 6.422 4.251 0.118515 0.874481 0.000129 0.006240 0.000109 -3.187
28 3.0093912e+06  59.5742 6.422 4.214 0.115070 0.877594 0.000129 0.006240 0.000109 -3.187
29 3.0101700e+06  59.0700 6.422 4.178 0.111000 0.881000 0.000129 0.006240 0.000109 -3.188
30 3.0101840e+06  59.0610 6.422 4.172 0.111000 0.881100 0.000129 0.006240 0.000109 -3.188
31 3.0101980e+06  59.0520 6.422 4.167 0.111000 0.881200 0.000129 0.006240 0.000109 -3.188
32 3.0102120e+06  59.0430 6.423 4.161 0.111000 0.881300 0.000129 0.006240 0.000109 -3.188
33 3.0102260e+06  59.0340 6.423 4.156 0.111000 0.881400 0.000129 0.006240 0.000109 -3.188
34 3.0102400e+06  59.0250 6.423 4.150 0.111000 0.881500 0.000129 0.006240 0.000109 -3.188
35 3.0102540e+06  59.0160 6.423 4.144 0.111000 0.881600 0.000129 0.006240 0.000109 -3.188
36 3.0102680e+06  59.0070 6.423 4.139 0.111000 0.881700 0.000129 0.006240 0.000109 -3.188
37 3.0102820e+06  58.9980 6.424 4.133 0.111000 0.881800 0.000129 0.006240 0.000109 -3.188
38 3.0102960e+06  58.9890 6.424 4.128 0.111000 0.881900 0.000129 0.006240 0.000109 -3.188
39 3.0103100e+06  58.9800 6.424 4.122 0.111000 0.882000 0.000129 0.006240 0.000109 -3.188
40 3.0110752e+06  58.4824 6.420 4.320 0.101383 0.890728 0.000129 0.006240 0.000108 -3.187
41 3.0113900e+06  58.2800 6.421 4.376 0.092200 0.900000 0.000129 0.006240 0.000107 -3.188
42 3.0115000e+06  58.2078 6.424 4.442 0.079470 0.912801 0.000128 0.006240 0.000106 -3.193
43 3.0115300e+06  58.1900 6.426 4.508 0.069300 0.923000 0.000128 0.006240 0.000105 -3.188
44 3.0115940e+06  58.1535 6.425 4.564 0.067383 0.924881 0.000128 0.006239 0.000105 -3.170
